Quebra 1 ;Quebra 2 ;Código Natureza Despesa;Descrição Natureza Despesa;Código Categoria;Descrição Categoria;Tipo Empenho;Valor Empenhado Período;Valor Empenhado Acumulado;Valor Estorno;Valor Processado;Valor Anulado;Valor O.P;Valor O.P Baixada Período;Valor O.P Baixada Acumulado;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;1;Assinaturas De Periódicos E Anuidades;Orçamentário;4920;4920;0;4920;0;4920;4920;4920;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;5;Serviços Técnicos Profissionais;Orçamentário;103716,69;103716,69;,08;103716,61;0;103716,61;103716,61;103716,61;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;1134312,97;1134312,97;51083,77;992493,12;0;992493,12;917493,12;917493,12;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;14;Locação Bens Móveis De Outras Naturezas E Intangíveis;Orçamentário;264520,19;264520,19;696,59;236774,76;0;236774,76;214843,38;214843,38;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;16;Manutenção E Conservação De Bens Imóveis;Orçamentário;1954501,12;1954501,12;0;925867,86;0;925867,86;925867,86;925867,86;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;20;Manutenção E Conservação De Bens Móveis De Outras Naturezas;Orçamentário;150000;150000;6442,31;111466,57;0;111466,57;111466,57;111466,57;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;22;Exposições, Congressos E Conferências;Orçamentário;22943,7;22943,7;15000;7943,7;0;7943,7;7943,7;7943,7;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;41;Fornecimento De Alimentação;Orçamentário;185873,28;185873,28;0;138323,9;0;138323,9;138323,9;138323,9;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;43;Serviços De Energia Elétrica;Orçamentário;220000;220000;19599,78;200400,22;0;200400,22;200400,22;200400,22;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;44;Serviços De Água E Esgoto;Orçamentário;25000;25000;1585,08;20414,92;0;20414,92;20414,92;20414,92;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;47;Serviços De Comunicação Em Geral;Orçamentário;74061,55;74061,55;0;53657,73;0;53657,73;53657,73;53657,73;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;445111,01;445111,01;105764,22;328940,99;0;328940,99;328940,99;328940,99;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;92;Tarifas Bancárias - Pagamento;Orçamentário;700;700;275,13;424,87;0;424,87;424,87;424,87;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;93;Tarifas Bancárias - Folha De Pagamento;Orçamentário;25948,92;25948,92;9711,37;16237,55;0;16237,55;16237,55;16237,55;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;98;Tarifas Bancárias - Recebimento;Orçamentário;26000;26000;10207,51;15792,49;0;15792,49;15792,49;15792,49;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;2321001,24;2321001,24;127080;1777813,77;8800;1769013,77;1769013,77;1769013,77;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;2;Locacao De Equipamentos De Tic - Computadores;Orçamentário;109514,88;109514,88;11017,26;94595,25;0;94595,25;94595,25;94595,25;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;4; Locacao De Equipamentos De Tic - Impressoras;Orçamentário;181872,1;181872,1;34380,84;138640,89;0;138640,89;138640,89;138640,89;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;99;Outros Servicos De Tic ;Orçamentário;3016723,22;3016723,22;37489,84;2841309,64;0;2841309,64;2841309,64;2841309,64;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339041;Contribuições;0;Contribuições;Orçamentário;7900;7900;0;7900;0;7900;7900;7900;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339047;Obrigações Tributárias E Contributivas;2;Imposto Sobre A Propriedade Predial E Territorial Urbana - Iptu ;Orçamentário;11327,25;11327,25;0;11327,25;0;11327,25;11327,25;11327,25;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339091;Sentenças Judiciais;99;Diversas Sentenças;Orçamentário;7884,34;7884,34;0;7884,34;0;7884,34;7884,34;7884,34;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339092;Despesas De Exercícios Anteriores;30;Material De Consumo;Orçamentário;5000;5000;1760;3240;0;3240;3240;3240;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339092;Despesas De Exercícios Anteriores;47;Obrigações Tributárias E Contributivas;Orçamentário;58894,29;58894,29;0;58894,29;0;58894,29;58894,29;58894,29;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339092;Despesas De Exercícios Anteriores;93;Indenizações E Restituições;Orçamentário;131,46;131,46;0;131,46;0;131,46;131,46;131,46;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;122192,65;122192,65;0;122192,65;0;122192,65;122192,65;122192,65;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;2393709,96;2393709,96;0;2340159,96;0;2340159,96;2340159,96;2340159,96;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;449052;Equipamentos E Material Permanente;99;Outros Materiais Permanentes;Orçamentário;39648;39648;0;0;0;0;0;0;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;3006259,2;3006259,2;184239;2822020,2;0;2822020,2;2822020,2;2822020,2;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;250521,6;250521,6;12850,16;237671,44;0;237671,44;237671,44;237671,44;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;32226690,33;32226690,33;1667974,02;30558716,31;0;30558561;30558561;30558561;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;2477003,64;2477003,64;419592,32;2057411,32;0;2057411,32;2057411,32;2057411,32;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;2992290,37;2992290,37;2463402,31;528888,06;0;528888,06;528888,06;528888,06;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;319094;Indenizações E Restituições Trabalhistas;1;Indenizações E Restituições Trabalhistas - Ativo - Pessoal Civil;Orçamentário;22531,23;22531,23;9250,22;13281,01;0;13281,01;13281,01;13281,01;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;1062597,22;1062597,22;262695,95;682503,23;0;682503,23;682503,23;682503,23;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;6254,32;6254,32;0;1431,8;0;1431,8;1431,8;1431,8;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339030;Material De Consumo;16;Material De Expediente;Orçamentário;3920;3920;0;0;0;0;0;0;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;193806;193806;0;193805,95;0;193805,95;147952,66;147952,66;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;13612,74;13612,74;0;10909,49;0;10909,49;10909,49;10909,49;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;15;Locação De Imóveis;Orçamentário;142363,56;142363,56;0;128999,86;0;128999,86;105545,34;105545,34;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;575000;575000;46330;383337,5;0;383337,5;345003,75;345003,75;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;14;Locação Bens Móveis De Outras Naturezas E Intangíveis;Orçamentário;120133,15;120133,15;0;71503,26;0;71503,26;71503,26;71503,26;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;17;Manutenção E Conservação De Máquinas E Equipamentos;Orçamentário;88542,66;88542,66;0;40012,34;0;40012,34;40012,34;40012,34;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;22;Exposições, Congressos E Conferências;Orçamentário;116365,6;116365,6;0;20888,2;0;20888,2;9826,5;9826,5;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;48;Serviço De Seleção E Treinamento;Orçamentário;12000;12000;12000;0;0;0;0;0;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;1059298,21;1059298,21;10366,2;916869,84;0;916869,84;916869,84;916869,84;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;200048,87;200048,87;0;181143,88;0;181143,88;181143,88;181143,88;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339047;Obrigações Tributárias E Contributivas;15;Multas ;Orçamentário;3368,44;3368,44;0;3368,44;0;3368,44;3368,44;3368,44;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;339092;Despesas De Exercícios Anteriores;30;Material De Consumo;Orçamentário;56300,71;56300,71;0;56300,71;0;56300,71;56300,71;56300,71;
19-SECRETARIA MUNICIPAL DE URBANISMO E HABITAÇÃO;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;229020;229020;0;229020;0;229020;229020;229020;
